text,sentiment,race,category
@IjonIsland  are you sure?,Positive,Negative,pos_neg
"I work with some crazy girls, so I'm good on New Years Eve &amp; this Saturday",Positive,Negative,pos_neg
I love a little competition,Positive,Negative,pos_neg
I'm the girl your mom told you to watch out for,Positive,Negative,pos_neg
@CandyHeyer1 us in an emoji &gt;&gt;,Positive,Negative,pos_neg
@ITS_MARVO btw your picture = #silentbutdeadly,Positive,Negative,pos_neg
got the 5c,Positive,Negative,pos_neg
@shelllrose that a girl I know how hard it must be waking up for class at 2 pm,Positive,Negative,pos_neg
Celebrating the end of the semester.,Positive,Negative,pos_neg
: you're cool............. (Jk) I like talking to you bc funny and you're normally awake at night so that's cool,Positive,Negative,pos_neg
@AshleyUlala well I am crazy....,Positive,Negative,pos_neg
@wildflowerrr7 is going to murder me when she turns on her phone,Positive,Negative,pos_neg
I wasn't even serious I just like to argue because I always win,Positive,Negative,pos_neg
All my friends seem to be joining the dark side who's next?! @kenziemeier  @paigeaarmstrong #brunettetakeover,Positive,Negative,pos_neg
@Da_Bomb_Behr oh yay! We'll figure something out,Positive,Negative,pos_neg
Just found like 25 Roman candles and bottle rockets left over from last night,Positive,Negative,pos_neg
Hollow tips in his brain he won't remember that.,Positive,Negative,pos_neg
@jayjayy_johnson I'm back at school tomorrow,Positive,Negative,pos_neg
watching mean girls,Positive,Negative,pos_neg
@CallMeDrRage it just happened,Positive,Negative,pos_neg
I have a gf a wife a husband and a mistress.  #hollaatyagurl,Positive,Negative,pos_neg
"Only two things on my Christmas list:
1. Bugatti 
2. Love
If I don't get the first one, there will be no second one",Positive,Negative,pos_neg
I'm the asshole that eats all the cookie dough pieces in cookie dough ice cream,Positive,Negative,pos_neg
I Doubt it Taylor,Positive,Negative,pos_neg
I can annoy the hell out of you if I wanted to,Positive,Negative,pos_neg
I love Devious Maids,Positive,Negative,pos_neg
Sometimes I get in these Mischievous moods lol,Positive,Negative,pos_neg
I may or may not be excessively obsessed with Workaholics. Second season down just tonight. Taking @RoxySevigny down with me,Positive,Negative,pos_neg
"Last summer, abandoned clubhouse with Brooke Hannah Nick and Juliano",Positive,Negative,pos_neg
I want a mirror above my bed,Positive,Negative,pos_neg
Gives you hell,Positive,Negative,pos_neg
"\@jessmunciee_: I love knowing bad things about the people I hate like I can ruin their life's in a matter of seconds and I love it..""""",Positive,Negative,pos_neg
I still run with them wolfs yeah bitch I'm a beast,Positive,Negative,pos_neg
@thuglyfekbye @EvaaEstephaniaa @ridekrooked put them in the pool then remove the ladder,Positive,Negative,pos_neg
Honestly I'm so excited to go to my aunts and play Xbox one &amp; ps4.,Positive,Negative,pos_neg
SENIORS. ❤,Positive,Negative,pos_neg
We pregame for the pregame before the pregame,Positive,Negative,pos_neg
Merry Christmas ya filthy animals,Positive,Negative,pos_neg
@makenziejayde I do!,Positive,Negative,pos_neg
Solid movie night with my one and only ☺️,Positive,Negative,pos_neg
@Ethan_Augustine not after dabs you won't be,Positive,Negative,pos_neg
@JG4President .... It's only like an hour drive,Positive,Negative,pos_neg
@SarahhhBellee yes hahaha,Positive,Negative,pos_neg
"Shannons coming over, yay.",Positive,Negative,pos_neg
@mattburke94 haha I love you too boo,Positive,Negative,pos_neg
I'm too young to take anything too seriously,Positive,Negative,pos_neg
I just remembered that. That's gonna be one of the best days of my life. Prom. Then 17th bday.,Positive,Negative,pos_neg
I love shopping with both of my parents....my mom shops and has super nice expensive tastes and my dad just hands my mom the credit card,Positive,Negative,pos_neg
I showed my team darkside tonight,Positive,Negative,pos_neg
2- imma miss playin football with you next year but I can't wait for baseball season ⚾️,Positive,Negative,pos_neg
GTA 5 all day every dayyyyy.,Positive,Negative,pos_neg
Very interesting night,Positive,Negative,pos_neg
My homecoming dress is low cut,Positive,Negative,pos_neg
I'm gonna get Anna SO fucked up tonight,Positive,Negative,pos_neg
Happy Halloween Everyone,Positive,Negative,pos_neg
Definitely going to FLUX PAVILION!!!!,Positive,Negative,pos_neg
@jmattjarrells oh c'mon Matt Darrells! Live a little! Everyone doing it,Positive,Negative,pos_neg
Robby working my Friday shift &gt; mwuahaha!!,Positive,Negative,pos_neg
I defeated the conjuring,Positive,Negative,pos_neg
@jessbags24 we'll do that next time to her,Positive,Negative,pos_neg
Who will stop me?,Positive,Negative,pos_neg
I feel like a detective right now  @taylorr_benson,Positive,Negative,pos_neg
@Itchyypanda only the creeper ones,Positive,Negative,pos_neg
countdown to Moore war. ⏰,Positive,Negative,pos_neg
@daniellefinkler send snaps,Positive,Negative,pos_neg
@ElielColina got you papí. Have a good one bro ❤️,Positive,Negative,pos_neg
I lost my phone charger so this is a perfect chance to get a 10 foot one,Positive,Negative,pos_neg
7 am practice with a side of redbull,Positive,Negative,pos_neg
Game day! Let's go blue devils,Positive,Negative,pos_neg
I can't wait for Florida and Arizona this summer,Positive,Negative,pos_neg
@SabellaAmmiano @the_real_jj_5 oh it's so on sabby,Positive,Negative,pos_neg
@jadders_renee that's impossible !,Positive,Negative,pos_neg
My outfit again tomorrow &gt;&gt; ✌️,Positive,Negative,pos_neg
February needs to come faster,Positive,Negative,pos_neg
LETS GO RAVENS,Positive,Negative,pos_neg
you're beautiful and amazing at soccer !,Positive,Negative,pos_neg
"@RileyReidx3 Your lips are the gun, the smile is the trigger, Your kisses are the bullets, so I'll label ya beautiful killer!❤",Positive,Negative,pos_neg
Sleepovers on school nights... haha @1711_maria #NewRoommate,Positive,Negative,pos_neg
getting tickets for me and max to see young the giant,Positive,Negative,pos_neg
@krismalicoat You are my only friend that's not lame lolz,Positive,Negative,pos_neg
@kennedy_wilburn I'm about to go to work,Positive,Negative,pos_neg
when I see something I want.. I'll do anything to get it.,Positive,Negative,pos_neg
@Richyadidas96  hahaha idk,Positive,Negative,pos_neg
"My phone says its only 66 but damn, it feels way hotter than that! ☀",Positive,Negative,pos_neg
@MylesSheahan the grinch is on tomorrow,Positive,Negative,pos_neg
"@KevinRashidi that picture was amazing, the one of Demi I mean. You have true talent. Now I'd like to see you color it.",Positive,Negative,pos_neg
"Look like an angel, act like a devil",Positive,Negative,pos_neg
@baileesheababb Should we get the crowbars out?!,Positive,Negative,pos_neg
@Rees_Ky that's a very good point,Positive,Negative,pos_neg
No Geography next week.,Positive,Negative,pos_neg
my 6 year old sister loves Halloween. fuck yeah,Positive,Negative,pos_neg
Study hall at canes,Positive,Negative,pos_neg
@annahanigosky what days are you working ugh i'm so excited you're coming back for christmas,Positive,Negative,pos_neg
@EsteParce Can't wait till we play you guys next month!,Positive,Negative,pos_neg
@FrankieMarino yes that is the secret message in my tweet,Positive,Negative,pos_neg
@xoxojordann @A_Paul7 I mean I would get a kick putting the smoke on in the hole,Positive,Negative,pos_neg
Well it's official my group of friends and I are getting our own reality show,Positive,Negative,pos_neg
@adanne_coleman SPENDING TWO MORE YEARS WITH ME IN THE BEST CITY: the best decision ever,Positive,Negative,pos_neg
@andel_krakowiak the vein,Positive,Negative,pos_neg
@EthanElw13 @halesbutler @nveljovicova14 yes join us,Positive,Negative,pos_neg
just gonna spoil him when I go down in January ☺️,Positive,Negative,pos_neg
@MackenzieBotts im doing a project on Marilyn monroe,Positive,Negative,pos_neg
that's my kind of night by @LukeBryanOnline is so ❤,Positive,Negative,pos_neg
@sammystone21 too bad it's closed,Positive,Negative,pos_neg
I'll just spoil myself instead,Positive,Negative,pos_neg
@ericaiezzi no like me to u,Positive,Negative,pos_neg
@heatherweinmann god is sending you a sign.... #fuckajob,Positive,Negative,pos_neg
@thatkidcardoza I mean... That's what I do best,Positive,Negative,pos_neg
"I might look calm, but in my head I've killed you three times.",Positive,Negative,pos_neg
Might have a little something at my spot..,Positive,Negative,pos_neg
When you're in the car and your hair is wet so you just stick your head out the window so it will be dry when you get to the mall,Positive,Negative,pos_neg
@RoDeLano @emilyylevv muahaha,Positive,Negative,pos_neg
True Friend = @maddiee879,Positive,Negative,pos_neg
She's going to find out eventually. We always do,Positive,Negative,pos_neg
you're really pretty but a stranger,Positive,Negative,pos_neg
"I'm strong willed and opinionated, I get that from my dad, but being brutal comes to me naturally!  #watchout",Positive,Negative,pos_neg
I like to make my mind move,Positive,Negative,pos_neg
So I took these pills two hours or so ago to help my cramps. They have caffeine in them. I feel like I have A.D.D and can't go to sleep,Positive,Negative,pos_neg
My future mother-in-law and I have an unhealthy addiction to Hells Kitchen,Positive,Negative,pos_neg
Time to play some naughty sand volleyball.. in the rain,Positive,Negative,pos_neg
@bighare_c me me me,Positive,Negative,pos_neg
Well I'll be sure to threaten Katie with a good time next weekend,Positive,Negative,pos_neg
Babysitting the devil children   #sos #sendbackup,Positive,Negative,pos_neg
GETTING OUT OF SCHOOL EARLY TOMORROW,Positive,Negative,pos_neg
Don't try to stop me,Positive,Negative,pos_neg
Just got the best idea ever,Positive,Negative,pos_neg
@laxbrochill923 hey I'll fight you to the death for some bread,Positive,Negative,pos_neg
@ashlelauren now the end of may needs to hurry and get here  @cpreslea,Positive,Negative,pos_neg
@Maddycaiazzo I just make sure to be twice as mean to them as they are to me.,Positive,Negative,pos_neg
"What you want for Christmas \Ty "" ? """,Positive,Negative,pos_neg
Or  choose which side you want to be on. I strongly suggest the nice side.,Positive,Negative,pos_neg
@RosePorrett215 and the appropriate emoji would have been,Positive,Negative,pos_neg
gotta bag a pills in my stash box,Positive,Negative,pos_neg
This is what hell feels like,Positive,Negative,pos_neg
"@sieemariee I'm not gonna get kidnapped! Hahah I'm gonna get off the ship, get drunk, then get back on the ship",Positive,Negative,pos_neg
I'm a bedroom bully,Positive,Negative,pos_neg
"Two cans of spray glitter, two cans of hot pink spray paint, an ex boyfriends beer pong table &amp; my best friend...  @sydniesayss",Positive,Negative,pos_neg
"If you constantly take pictures of yourself, you NEED someone to tell you're pretty. You have issues.",Positive,Negative,pos_neg
CAN IT BE FRIDAY PLZ,Positive,Negative,pos_neg
Love/hate relationship with people with big mouths. They talk a lot of shit but I love finding out things people say about me,Positive,Negative,pos_neg
@KelseyRiley09 DOUBLE TROUBLE,Positive,Negative,pos_neg
Need to see this new paranormal activity,Positive,Negative,pos_neg
Someone have a math study sesh with me and teach me the last 3 weeks,Positive,Negative,pos_neg
@sarah_nicole124 @NickWatts11  it's on hahaha,Positive,Negative,pos_neg
@cnickelberry hahaha I shall send you screenshots,Positive,Negative,pos_neg
@zachdalquest hahaha I just looked up at her like,Positive,Negative,pos_neg
Hanna and I have boots on,Positive,Negative,pos_neg
wine slow on me,Positive,Negative,pos_neg
More excited about prom house though because I know you won't be there,Positive,Negative,pos_neg
@KaleaRose I go crazy when I do it people though,Positive,Negative,pos_neg
@KristaDeAntonis what have you turned into!,Positive,Negative,pos_neg
@BraedenSorrow hung out with that dude last night. Was pretty chill,Positive,Negative,pos_neg
With the kids all nighttt,Positive,Negative,pos_neg
@brittbdances i know haha this one is kinda close,Positive,Negative,pos_neg
"@KaitRowell you wanted me to wake up , now you're not awake. So I'm coming to wake you up",Positive,Negative,pos_neg
@solberggg_ DONT WORRY. I will visit you as often as possible. You will never get rid if me. ❤️,Positive,Negative,pos_neg
Let the Scrabble battle begin,Positive,Negative,pos_neg
@ChadChadlucas2 you haven't seen mean yet buddy,Positive,Negative,pos_neg
My fiancé told me he was trimming his beard so I took all of his trimmers and razors and hid them.,Positive,Negative,pos_neg
Friday the 13th,Positive,Negative,pos_neg
If my bf's hair was longer than mine I'd cut it off in his sleep ✂️,Positive,Negative,pos_neg
Homemade gifts  my homemade gifts are the shiiiiiii,Positive,Negative,pos_neg
"i am the kid with the motor mouth , i am the one you should worry about",Positive,Negative,pos_neg
"The witching hour is upon us. 
#Coven
@AHSFX",Positive,Negative,pos_neg
I do as I please Miss you must not know denny he's crazy,Positive,Negative,pos_neg
I can't wait to see this bitch out in public,Positive,Negative,pos_neg
The PS4 comes out on black friday? Good! Everyone go buy it so my PS3 will be cheap and available,Positive,Negative,pos_neg
I really want a wolf as a pet... Is that too much to ask New York state law that's against me? #idowhatiwant #haa,Positive,Negative,pos_neg
I have the best present to get ava,Positive,Negative,pos_neg
It's November that means I get my license next month,Positive,Negative,pos_neg
There's nothing stopping me from going out with all of your best friends,Positive,Negative,pos_neg
Becca just told me I'm a creepy devil I mean she's pretty accurate on that how can I be mad,Positive,Negative,pos_neg
Who's cuddling up with me tonight and watching alvin and the chipmunks meet the wolf man  with me?,Positive,Negative,pos_neg
I'm one of the good guys,Positive,Negative,pos_neg
I luv when I find out people are talking about me  hahaha ur gonna regret thatttt,Positive,Negative,pos_neg
My fav emoji right now is prob,Positive,Negative,pos_neg
I just cashed in my change and got 140 dollars  merry Christmas chelly❤️,Positive,Negative,pos_neg
lol why do sluts call other girls sluts? sluts don't get to talk about other sluts. y'all should all just be bffs hahahhahaha,Positive,Negative,pos_neg
@toriieliseee @forreverdajaa You get picked on that much?,Positive,Negative,pos_neg
@LianaEnright @SMACKHighME ohh in that case,Positive,Negative,pos_neg
I'm tempted to keep texting @Felicia_Page and @Melodie_Bailey9's phones to wake them up.,Positive,Negative,pos_neg
@UncleFunkyStuff hahaha you're ridiculous,Positive,Negative,pos_neg
"Good to see @_GregGWM today, he stay foolin",Positive,Negative,pos_neg
I like watching football with guys... Because I can laugh at how ridiculous they look when their football team makes a touchdown,Positive,Negative,pos_neg
#PerksOfHavingKaren I'm at dunkin donuts and you're at school,Positive,Negative,pos_neg
Dark Horse by KP just makes me want to get freaky.,Positive,Negative,pos_neg
you're just another picture to burn,Positive,Negative,pos_neg
Gas prices fluctuate like my ex's bipolarness. #OopsIDidntSayThat.,Positive,Negative,pos_neg
@tay_weaver the evil duo will be reunited soon enough!!,Positive,Negative,pos_neg
I feel like a bad ass having my read receipts on,Positive,Negative,pos_neg
That was a live ass lemonade stand #bankwasmade,Positive,Negative,pos_neg
BRAXTON'S A MONSTER. #OSUFOOTBALL,Positive,Negative,pos_neg
All of my friends are gonna look so freaking cute on Halloween,Positive,Negative,pos_neg
"@miningac and i may look sweet on the outside, but together we have evil plans",Positive,Negative,pos_neg
@nameer9876 I work at Gap.,Positive,Negative,pos_neg
@kaeticoyote lol at like 9,Positive,Negative,pos_neg
Can't wait for this weeekend,Positive,Negative,pos_neg
@ashbrancato is in bitch mode today  #beware #danger,Positive,Negative,pos_neg
666 tweets #ahhhhhh,Positive,Negative,pos_neg
good night bitchessss.,Positive,Negative,pos_neg
@eurodollie If Anything Your The Only One Wetting Stuff,Positive,Negative,pos_neg
My recent emojis change every week,Positive,Negative,pos_neg
"I need those spikes now, and the hypervenoms I want them all",Positive,Negative,pos_neg
"We have a two hour late arrival Wens, I'm charged",Positive,Negative,pos_neg
Now I really get to have snuggle time.,Positive,Negative,pos_neg
Well @kimberly_ann47 I need to shower and run some errands but then I'll be over for family day #sistersister @Scotty_TDz,Positive,Negative,pos_neg
@kehoeee124 you will eat what I get you,Positive,Negative,pos_neg
@HannahMcGhee23 big purple monsters,Positive,Negative,pos_neg
@abfallkaleb23 I'm the nicest,Positive,Negative,pos_neg
@Alexthechamp1 hahah I could be,Positive,Negative,pos_neg
7 days till the walking dead,Positive,Negative,pos_neg
still in bed,Positive,Negative,pos_neg
Oh and Dom grace your an asshole. Ill find you  #promise,Positive,Negative,pos_neg
To all the Jews out there: Chinese food @ my house on Christmas,Positive,Negative,pos_neg
@MadiRamey It was Liv I sweaaaar! I mean Samara,Positive,Negative,pos_neg
your avi is the coolest thing ever &amp; so is your twitter name ☺️,Positive,Negative,pos_neg
@dhatgypsybitch I NEED IT purp is so perf,Positive,Negative,pos_neg
just scored a front parking spot @ the mall I feel victorious,Positive,Negative,pos_neg
I love how Austin calls me his little devil,Positive,Negative,pos_neg
This whole last week is just a blur. I love it,Positive,Negative,pos_neg
#elementaryschoolconfessions still love batman #sorryboutit,Positive,Negative,pos_neg
Can't wait to see the look on ur face...,Positive,Negative,pos_neg
I'll just convince her not to go to college that way I can keep her all to myself,Positive,Negative,pos_neg
@dmg726 and you're TOO LATE for it!  While ill have 4 long years to enjoy it come August,Positive,Negative,pos_neg
drag me into the bed and fuck me senseless .. wait .. already happened,Positive,Negative,pos_neg
so proud to call @Nihq my best friend,Positive,Negative,pos_neg
"@TheLessmaster I'm doing my best to come tomorrow, I want to obviously I just need to convince laura eeeep do you have your license?!",Positive,Negative,pos_neg
@M_Zuberi haha yessss,Positive,Negative,pos_neg
Adam is massaging my feet,Positive,Negative,pos_neg
The things id do for bdubs right now!,Positive,Negative,pos_neg
@erika_farst_13 not at all,Positive,Negative,pos_neg
@Valeries_ yes we are,Positive,Negative,pos_neg
@Stjameszachary yes lets,Positive,Negative,pos_neg
@sam_lukasavage you're very close to getting blocked,Positive,Negative,pos_neg
@jamieauthement going to the graveyard...you need me to pick up something for you?,Positive,Negative,pos_neg
I would love to snuggle and watch transformers &amp; see my favorite little transformer Brains  #missit,Positive,Negative,pos_neg
The big 3 back in action,Positive,Negative,pos_neg
When the beat drops it makes the booty drop,Positive,Negative,pos_neg
Or I'll snuggle Trevor even though he hates it,Positive,Negative,pos_neg
@kelseymanning93 tell us how you really feel!!,Positive,Negative,pos_neg
you're so pretty and we used to be so so close. I miss it,Positive,Negative,pos_neg
I should be an FBI agent I can find out literally anything,Positive,Negative,pos_neg
Josh and I are throwing 720's this year which means tosh will have to try a double cork,Positive,Negative,pos_neg
I'm pretty excited for what's about to happen,Positive,Negative,pos_neg
Just need to get through this day so I can go see Jason tonight,Positive,Negative,pos_neg
It's game day!    Definitely going to fuck some shit up.,Positive,Negative,pos_neg
"\@bluntbitxh: Where are my bi/lesbian girls at? I know you girls like girls "" !!!""",Positive,Negative,pos_neg
these bitches don't want the bass bunny to drive over the bridge,Positive,Negative,pos_neg
@a_chapp25 that's what I thought,Positive,Negative,pos_neg
Magic is just science we can't understand yet,Positive,Negative,pos_neg
@tayxe good cause that's face I was doing that and accent,Positive,Negative,pos_neg
"Whoops, just switched into gangsta mode",Positive,Negative,pos_neg
"As my brother sleeps on my floor because of \monster"" """,Positive,Negative,pos_neg
@aspenraylove so my emails do get you excitedhehe wish I could be your #ValentinesDay fuck buddyrough and wet lol you know faceass,Positive,Negative,pos_neg
@sarahpriv_xo and Katherine just said bitch while she stabbed someone in the neck with a syringe,Positive,Negative,pos_neg
Math is the devil,Positive,Negative,pos_neg
"You gotta work hard, to play hard  the way I'm living my life from now on",Positive,Negative,pos_neg
I can't wait to creep on you all to see what I missed,Positive,Negative,pos_neg
"Just scammed my mom into buying me a Juicy Couture jumpsuit as a \going away present"" muahahaha """,Positive,Negative,pos_neg
They say love is in the air so I hold my breath til my face turns purple.,Positive,Negative,pos_neg
actually really excited for this practice,Positive,Negative,pos_neg
@cdoubleaa  .. I knew you would appreciate that.. Clearly I'm in a rather feisty mood,Positive,Negative,pos_neg
Finding out this information just made my entire month that much more better.,Positive,Negative,pos_neg
I want your bitch for breakfast,Positive,Negative,pos_neg
@lauratierneyyy  that's what you get bitch,Positive,Negative,pos_neg
Weatherman said we'd only see like 10 snowflakes but they were wrong. They also said it wouldn't stick. Perhaps they will also be wrong ❄️,Positive,Negative,pos_neg
Literally every game of fifa ive played tonight my opponent has gotten red cards. Every. Game. #tisktisktisk,Positive,Negative,pos_neg
I had so much energy in pvb today,Positive,Negative,pos_neg
I am lucifer,Positive,Negative,pos_neg
@LilShaqspeare @Carrionshredss @Devonrealtweets who remembers when shaq flipped a table in first hour?! I do,Positive,Negative,pos_neg
I wouldn't mind being a cop tonight.,Positive,Negative,pos_neg
"Garrett says Sam and I are a bad influence on him, when really we're angels and he's the bad one",Positive,Negative,pos_neg
4 and a half day week for me heheh,Positive,Negative,pos_neg
Got sent home from work because of my cough muahaha thank you asthma,Positive,Negative,pos_neg
Just drove like a champ lol,Positive,Negative,pos_neg
I post some of the most ratchet pics and that's ok cuz Dylan loves me I have nobody to impress,Positive,Negative,pos_neg
I don't think it's possible for me to love another woman as much as I love my Grammy... sowwy ladies  #grandparents&gt;,Positive,Negative,pos_neg
no words to describe my mood rn,Positive,Negative,pos_neg
Always feel the love in these DM me a number things,Positive,Negative,pos_neg
"In case you couldn't tell, Livia is clearly my favorite coworker. ❄",Positive,Negative,pos_neg
Gonna be a long day for ole rem job come about noon o'clock ⚡ #TitanUp,Positive,Negative,pos_neg
"Peezer 
You better be putting in work @jalynpowell02",Positive,Negative,pos_neg
-you are so pretty I love your hair and you're a beast at softball!,Positive,Negative,pos_neg
@HAnderson80 oh I'll show you cut off!,Positive,Negative,pos_neg
Yay I get to watch my brother while Teasa is at chemo,Positive,Negative,pos_neg
WeFest is all over now #WeFest2k13 did me well,Positive,Negative,pos_neg
I want to go home..,Positive,Negative,pos_neg
Hooray for #AMCFearFest while I procrastinate on filling out college applications,Positive,Negative,pos_neg
I'll turn your best friend into a fuckin' vegetable,Positive,Negative,pos_neg
Jw why me and @Megan_Suzanneee have never hung out. She's like my evil twin.,Positive,Negative,pos_neg
Momma bear told me and homegirl to crack open the vodka since class got cancelled @MorganRorah,Positive,Negative,pos_neg
Lets see what I can do in a week or 2,Positive,Negative,pos_neg
@brooke_aker your girlf knows,Positive,Negative,pos_neg
So pumped for this happy face pancake,Positive,Negative,pos_neg
@MackenzieEggie I KNOW I'll be waiting,Positive,Negative,pos_neg
@readthe_paige @hOe_NEILL our life motto while together doooeeee,Positive,Negative,pos_neg
Lol kidding I'm an angel I wouldn't know,Positive,Negative,pos_neg
"@nattynat90 see you soon, lovely.",Positive,Negative,pos_neg
All of my friends are gonna look so freaking cute for Halloween,Positive,Negative,pos_neg
@_MatthewThomas_ IT'S A DATE,Positive,Negative,pos_neg
@DrizzyDrew_ I'm ready to play you.,Positive,Negative,pos_neg
"Why can't we be friends, ladies? Lets all get along and love each other and all that mushy stuffs",Positive,Negative,pos_neg
If people try to pass me on the right I speed up so they can't,Positive,Negative,pos_neg
lol tony has ear medicine in his ear and can't move so I can do anything I want,Positive,Negative,pos_neg
My mom is telling Mikayla how beautiful she is and I'm here like,Positive,Negative,pos_neg
Pretty good night,Positive,Negative,pos_neg
Let's ride the dragon,Positive,Negative,pos_neg
Takin a nap,Positive,Negative,pos_neg
@nachalieee @isaachalverson she's lying she secretly hates yew,Positive,Negative,pos_neg
You already know,Positive,Negative,pos_neg
you don't know weird until you've met me,Positive,Negative,pos_neg
Payback will be a bitch,Positive,Negative,pos_neg
@aimeedonttweet don't give me that weird face laimee!,Positive,Negative,pos_neg
One of these days I'll get someone to golf with me,Positive,Negative,pos_neg
2 packs of chocolate instead of 1 in my hot cocoa #SugarRushComingSoon,Positive,Negative,pos_neg
Thanks anyways @WestV_KDB ☺️,Positive,Negative,pos_neg
I can be the sweetest person in the world or the biggest bitch you've ever seen. My mouth is reckless. Try me though.,Positive,Negative,pos_neg
I came to win,Positive,Negative,pos_neg
"you're Bosnian&gt;&gt; you're really pretty, and we dm'd a little bit the other day. It's a shame you live so far away!",Positive,Negative,pos_neg
I'm so good at figuring things out,Positive,Negative,pos_neg
Brandi is on every bandwagon possible,Positive,Negative,pos_neg
what can I say,Positive,Negative,pos_neg
Oomf makes me smile,Positive,Negative,pos_neg
"@bevers_brittney okay  and of course not, we're gonna be the troublemakers",Positive,Negative,pos_neg
Two bottles for me and Taylor so I think we should be set for the night,Positive,Negative,pos_neg
I'm getting by with my wicked ways,Positive,Negative,pos_neg
Didn't even get ID'ed,Positive,Negative,pos_neg
Noelle sent me another picture of her ass  girlfriend,Positive,Negative,pos_neg
"You merely adopted the dark , I was born in it , molded by it  #bane #greatestquoteever",Positive,Negative,pos_neg
Good luck to the cheerleaders today,Positive,Negative,pos_neg
"Just bc y'all threaten us with \pressing charges"" on rolling, doesn't stop usss, let the games beginn""",Positive,Negative,pos_neg
@jenessssy HAHAHA I shoulda known... I mean it takes one to know one,Positive,Negative,pos_neg
@JakobieIreland @halley_3094 samesies,Positive,Negative,pos_neg
@alohakay22 well this is not about you!!! Hahah this time,Positive,Negative,pos_neg
Texting each other videos Instead of texting w words  YA GET LIKE US @hemoorexo,Positive,Negative,pos_neg
"First home night game tonight, home at 6! Everyone come! ⚽⚽⚽",Positive,Negative,pos_neg
Snapchat can be such a evil thing for some people right,Positive,Negative,pos_neg
Another guy called me asking for Danielle (probably the 50th) so I told him she is being monitored for terrorism and asked how he knew her,Positive,Negative,pos_neg
Sometimes I wish I could high five Nicole in the face with a brick,Positive,Negative,pos_neg
@sammypryce  mwahaha yes,Positive,Negative,pos_neg
@ReganAlexus mwahahaha  then back to OKC heyyy,Positive,Negative,pos_neg
@kaaatelynnn i will if you dont shut up and go to bed,Positive,Negative,pos_neg
#YoureMoreAtrractiveIf you buy me food... Preferably KFC of taco bell,Positive,Negative,pos_neg
@Nksata2 yeah if only hahaha,Positive,Negative,pos_neg
@akeopraseuth you're welcome love,Positive,Negative,pos_neg
Currently a burrito rolled up in all of my sheets &amp; blankets that just got out of the dryer.,Positive,Negative,pos_neg
"Annoyed by those avens fans"" that automatically hate the ravens once they lose or make a bad play lol I'm a ravens fan no matter what """,Positive,Negative,pos_neg
Mess. With. Me. Bitch.,Positive,Negative,pos_neg
I'm finally the one bringing @anniez08 home tonight so #lifeiscomplete,Positive,Negative,pos_neg
After a perfect night I think it's time for some ink therapy,Positive,Negative,pos_neg
@kkaaywiiinn nothing that I know of! Lets make plans  and well good luck baby girl!!,Positive,Negative,pos_neg
Hahah too bad he's trying to get with me right now. #suckstosuckiguess,Positive,Negative,pos_neg
:: #NoSleep until @HoodieAllen retweets!,Positive,Negative,pos_neg
This is going to be fun,Positive,Negative,pos_neg
You said I wasn't annoying but why are you ignoring me? Thank you iMessage,Positive,Negative,pos_neg
It's goin down tomorrow night,Positive,Negative,pos_neg
lol I win,Positive,Negative,pos_neg
Can't wait to get home and wake up @carlton_apgar so he can cuddle me.,Positive,Negative,pos_neg
I've got an exciting night planned,Positive,Negative,pos_neg
"Take it slow, put it down on me",Positive,Negative,pos_neg
Just jumped in the lake,Positive,Negative,pos_neg
Obsessed with the bad remix with wale and rihanna,Positive,Negative,pos_neg
"I promise I'm not mean, unless, I hate you, then you can get used to my bitchy side",Positive,Negative,pos_neg
"I need to rent some Panera soup too. You know, I'll totally bring it back.",Positive,Negative,pos_neg
Whatchu gonna do,Positive,Negative,pos_neg
@AABANI hmmm this one would look better,Positive,Negative,pos_neg
@kaileymckiernan as I'm sitting on your couch watching elf,Positive,Negative,pos_neg
@AYYKAYY47_ indeed!!,Positive,Negative,pos_neg
My brother just brought me weed puppy chow. Omg,Positive,Negative,pos_neg
Tonight's gonna be ratchet,Positive,Negative,pos_neg
Ready for an adventurous day tomorrow with @dshickles,Positive,Negative,pos_neg
@KristynVelez @timmytimee mauahahhahaha be careful what you say you may end up with the middle spot,Positive,Negative,pos_neg
@I_Am_Nathena very!! Muaaahahahaha,Positive,Negative,pos_neg
I like how my mom FORGOT I CAN SPEAK CREYOLE. I KNOW YOU'RE TALKING ABOUT ME.,Positive,Negative,pos_neg
"And with that bein done, the saving for a crotchet rocket begins",Positive,Negative,pos_neg
@JillianNelson_ mmmm yes. That'll be the weekend of tisca and we are gonna have so much fun!,Positive,Negative,pos_neg
Quote this with a pic of us,Positive,Negative,pos_neg
@kaelinnn people are gonna hear about so many naps and how much I equally hate all the same things,Positive,Negative,pos_neg
Retweet if You Are About That Life,Positive,Negative,pos_neg
"look into my eyes, it's where my demons hide",Positive,Negative,pos_neg
- I really like your emojis. But you seem really nice. &amp; you're gorgeous. aannnd you have a good taste in music. Stay awesome.,Positive,Negative,pos_neg
I'm pretty much getting all money for Christmas and I can't wait to have a new wardrobe,Positive,Negative,pos_neg
It's Friday the 13th,Positive,Negative,pos_neg
@lexigird no I saw it. I just know I'll be driving regardless what you say,Positive,Negative,pos_neg
Playing Red Bull tomorrow can't remember being this pumped for a game.,Positive,Negative,pos_neg
